Orthogroup	i_nil	i_purpurea	i_trifida	i_triloba
OG0048984			itf15g08820.t1	
OG0048985			itf15g08870.t1	
OG0048986			itf15g08900.t1	
OG0048987			itf15g08970.t2	
OG0048988			itf15g09200.t4	
OG0048989			itf15g09290.t1	
OG0048990			itf15g09530.t1	
OG0048991			itf15g09820.t1	
OG0048992			itf15g10000.t1	
OG0048993			itf15g10010.t2	
OG0048994			itf15g10300.t1	
OG0048995			itf15g10610.t1	
OG0048996			itf15g10970.t1	
OG0048997			itf15g11140.t1	
OG0048998			itf15g11290.t1	
OG0048999			itf15g11460.t1	
OG0049000			itf15g11610.t1	
OG0049001			itf15g11720.t3	
OG0049002			itf15g11840.t2	
OG0049003			itf15g12130.t1	
OG0049004			itf15g12280.t2	
OG0049005			itf15g12310.t1	
OG0049006			itf15g12660.t1	
OG0049007			itf15g12940.t2	
OG0049008			itf15g12950.t1	
OG0049009			itf15g13180.t2	
OG0049010			itf15g13200.t1	
OG0049011			itf15g13330.t1	
OG0049012			itf15g13440.t2	
OG0049013			itf15g13510.t1	
OG0049014			itf15g13700.t3	
OG0049015			itf15g13870.t2	
OG0049016			itf15g13960.t1	
OG0049017			itf15g14130.t1	
OG0049018			itf15g14370.t1	
OG0049019			itf15g14440.t2	
OG0049020			itf15g14560.t1	
OG0049021			itf15g14660.t1	
OG0049022			itf15g15200.t1	
OG0049023			itf15g15210.t1	
OG0049024			itf15g15220.t1	
OG0049025			itf15g15370.t1	
OG0049026			itf15g16260.t1	
OG0049027			itf15g16700.t3	
OG0049028			itf15g16710.t1	
OG0049029			itf15g16800.t1	
OG0049030			itf15g16920.t5	
OG0049031			itf15g17070.t1	
OG0049032			itf15g17080.t2	
OG0049033			itf15g17270.t1	
OG0049034			itf15g17310.t2	
OG0049035			itf15g17420.t1	
OG0049036			itf15g17430.t1	
OG0049037			itf15g17950.t1	
OG0049038			itf15g18620.t1	
OG0049039			itf15g18740.t1	
OG0049040			itf15g18750.t1	
OG0049041			itf15g18760.t1	
OG0049042			itf15g18840.t1	
OG0049043			itf15g19240.t1	
OG0049044			itf15g19400.t1	
OG0049045			itf15g19420.t1	
OG0049046			itf15g19550.t2	
OG0049047			itf15g20120.t1	
OG0049048			itf15g20200.t1	
OG0049049			itf15g20630.t1	
OG0049050			itf15g20840.t1	
OG0049051			itf15g21080.t1	
OG0049052			itf15g21130.t2	
OG0049053			itf15g21270.t1	
OG0049054			itf15g21290.t1	
OG0049055			itf15g21320.t1	
OG0049056			itf15g21340.t1	
OG0049057			itf15g21460.t1	
OG0049058			itf15g21490.t1	
OG0049059			itf15g21610.t1	
OG0049060			itf15g21730.t1	
OG0049061			itf15g21780.t1	
OG0049062			itf15g21820.t1	
OG0049063			itf15g21950.t2	
OG0049064			itf15g22090.t1	
OG0049065			itf15g22100.t1	
OG0049066			itf15g22160.t1	
OG0049067			itf15g22240.t1	
OG0049068			itf15g22370.t2	
OG0049069			itf15g22440.t1	
OG0049070			itf15g22560.t4	
OG0049071			itf15g22590.t2	
OG0049072			itf15g22700.t1	
OG0049073			itf15g22880.t1	
OG0049074			itf15g22960.t1	
OG0049075			itf15g23040.t1	
OG0049076			itf15g23170.t1	
OG0049077			itf15g23200.t1	
OG0049078			itf15g23260.t1	
OG0049079			itf15g23270.t1	
OG0049080			itf15g23300.t2	
OG0049081			itf15g23330.t3	
OG0049082			itf15g23520.t1	
OG0049083			itf15g23540.t1	
OG0049084			itf15g23550.t1	
OG0049085			itf15g23710.t1	
OG0049086			itf15g23940.t1	
OG0049087			itf15g24200.t1	
OG0049088				itb00g00830.t1
OG0049089				itb00g01530.t1
OG0049090				itb00g02190.t1
OG0049091				itb00g02470.t1
OG0049092				itb00g02960.t1
OG0049093				itb00g03410.t1
OG0049094				itb00g03700.t1
OG0049095				itb00g04630.t1
OG0049096				itb00g05140.t1
OG0049097				itb00g05460.t1
OG0049098				itb00g05480.t1
OG0049099				itb00g05520.t1
OG0049100				itb01g00040.t1
OG0049101				itb01g00090.t4
OG0049102				itb01g00090.t5
OG0049103				itb01g00270.t1
OG0049104				itb01g00530.t1
OG0049105				itb01g00630.t2
OG0049106				itb01g00710.t1
OG0049107				itb01g00880.t1
OG0049108				itb01g01060.t1
OG0049109				itb01g01070.t1
OG0049110				itb01g01090.t1
OG0049111				itb01g01230.t2
OG0049112				itb01g01260.t1
OG0049113				itb01g01280.t1
OG0049114				itb01g01310.t1
OG0049115				itb01g01420.t1
OG0049116				itb01g01690.t4
OG0049117				itb01g01780.t1
OG0049118				itb01g01800.t1
OG0049119				itb01g02090.t1
OG0049120				itb01g02150.t2
OG0049121				itb01g02170.t2
OG0049122				itb01g02490.t1
OG0049123				itb01g02570.t3
OG0049124				itb01g02580.t1
OG0049125				itb01g02630.t3
OG0049126				itb01g02680.t1
OG0049127				itb01g02720.t1
OG0049128				itb01g03080.t2
OG0049129				itb01g03130.t2
OG0049130				itb01g03310.t1
OG0049131				itb01g03330.t2
OG0049132				itb01g03420.t1
OG0049133				itb01g03520.t1
OG0049134				itb01g03530.t1
OG0049135				itb01g03860.t2
OG0049136				itb01g03910.t1
OG0049137				itb01g03940.t1
OG0049138				itb01g04080.t1
OG0049139				itb01g04100.t1
OG0049140				itb01g04180.t1
OG0049141				itb01g04210.t1
OG0049142				itb01g04270.t1
OG0049143				itb01g04630.t1
OG0049144				itb01g04720.t1
OG0049145				itb01g04820.t2
OG0049146				itb01g04830.t1
OG0049147				itb01g05000.t1
OG0049148				itb01g05070.t1
OG0049149				itb01g05110.t2
OG0049150				itb01g05170.t1
OG0049151				itb01g05230.t2
OG0049152				itb01g05250.t2
OG0049153				itb01g05340.t2
OG0049154				itb01g05410.t2
OG0049155				itb01g05490.t1
OG0049156				itb01g05660.t2
OG0049157				itb01g05740.t1
OG0049158				itb01g05780.t1
OG0049159				itb01g05820.t2
OG0049160				itb01g06010.t1
OG0049161				itb01g06020.t1
OG0049162				itb01g06040.t1
OG0049163				itb01g06830.t1
OG0049164				itb01g06880.t1
OG0049165				itb01g06950.t1
OG0049166				itb01g07050.t2
OG0049167				itb01g07270.t2
OG0049168				itb01g07300.t1
OG0049169				itb01g07300.t2
OG0049170				itb01g07350.t1
OG0049171				itb01g07390.t1
OG0049172				itb01g07400.t1
OG0049173				itb01g07440.t1
OG0049174				itb01g07500.t1
OG0049175				itb01g07520.t2
OG0049176				itb01g07540.t1
OG0049177				itb01g07590.t1
OG0049178				itb01g07760.t1
OG0049179				itb01g07760.t2
OG0049180				itb01g07790.t1
OG0049181				itb01g08050.t2
OG0049182				itb01g08240.t3
OG0049183				itb01g08460.t1
OG0049184				itb01g08480.t1
OG0049185				itb01g08580.t1
OG0049186				itb01g08730.t1
OG0049187				itb01g09130.t1
OG0049188				itb01g09140.t1
OG0049189				itb01g09200.t1
OG0049190				itb01g09290.t2
OG0049191				itb01g09430.t1
OG0049192				itb01g09490.t1
OG0049193				itb01g09650.t7
OG0049194				itb01g09660.t1
OG0049195				itb01g09680.t1
OG0049196				itb01g09740.t1
OG0049197				itb01g09750.t1
OG0049198				itb01g09860.t1
OG0049199				itb01g09970.t3
OG0049200				itb01g09990.t1
OG0049201				itb01g10030.t3
OG0049202				itb01g10130.t2
OG0049203				itb01g10180.t1
OG0049204				itb01g10410.t3
OG0049205				itb01g10470.t1
OG0049206				itb01g10540.t2
OG0049207				itb01g10900.t1
OG0049208				itb01g10960.t1
OG0049209				itb01g11000.t1
OG0049210				itb01g11010.t1
OG0049211				itb01g11060.t1
OG0049212				itb01g11290.t1
OG0049213				itb01g11350.t1
OG0049214				itb01g11400.t2
OG0049215				itb01g11520.t1
OG0049216				itb01g11960.t2
OG0049217				itb01g12020.t1
OG0049218				itb01g12030.t1
OG0049219				itb01g12060.t1
OG0049220				itb01g12070.t1
OG0049221				itb01g12360.t1
OG0049222				itb01g12390.t1
OG0049223				itb01g12460.t2
OG0049224				itb01g12460.t3
OG0049225				itb01g12500.t4
OG0049226				itb01g12820.t4
OG0049227				itb01g12830.t1
OG0049228				itb01g12850.t1
OG0049229				itb01g13060.t1
OG0049230				itb01g13290.t1
OG0049231				itb01g13650.t1
OG0049232				itb01g13840.t1
OG0049233				itb01g13840.t3
OG0049234				itb01g13980.t2
OG0049235				itb01g14320.t1
OG0049236				itb01g14340.t1
OG0049237				itb01g14350.t1
OG0049238				itb01g14370.t1
OG0049239				itb01g14400.t1
OG0049240				itb01g14460.t1
OG0049241				itb01g14520.t1
OG0049242				itb01g14670.t1
OG0049243				itb01g15000.t1
OG0049244				itb01g15040.t1
OG0049245				itb01g15100.t2
OG0049246				itb01g15320.t2
OG0049247				itb01g15420.t1
OG0049248				itb01g15560.t1
OG0049249				itb01g15920.t1
OG0049250				itb01g15930.t1
OG0049251				itb01g16030.t1
OG0049252				itb01g16080.t2
OG0049253				itb01g16140.t1
OG0049254				itb01g16160.t1
OG0049255				itb01g16360.t1
OG0049256				itb01g16490.t1
OG0049257				itb01g16580.t1
OG0049258				itb01g16680.t1
OG0049259				itb01g16770.t2
OG0049260				itb01g16770.t3
OG0049261				itb01g16830.t1
OG0049262				itb01g16990.t3
OG0049263				itb01g16990.t1
OG0049264				itb01g17010.t1
OG0049265				itb01g17020.t1
OG0049266				itb01g17560.t1
OG0049267				itb01g17610.t1
OG0049268				itb01g17670.t1
OG0049269				itb01g17800.t1
OG0049270				itb01g17930.t1
OG0049271				itb01g18090.t1
OG0049272				itb01g18360.t1
OG0049273				itb01g18520.t1
OG0049274				itb01g18540.t1
OG0049275				itb01g18560.t2
OG0049276				itb01g18750.t1
OG0049277				itb01g18920.t1
OG0049278				itb01g19320.t1
OG0049279				itb01g19520.t2
OG0049280				itb01g19530.t2
OG0049281				itb01g19610.t1
OG0049282				itb01g19640.t1
OG0049283				itb01g19650.t1
OG0049284				itb01g19930.t1
OG0049285				itb01g19940.t1
OG0049286				itb01g20110.t3
OG0049287				itb01g20110.t2
OG0049288				itb01g20120.t2
OG0049289				itb01g20130.t1
OG0049290				itb01g20160.t2
OG0049291				itb01g20190.t1
OG0049292				itb01g20210.t1
OG0049293				itb01g20360.t1
OG0049294				itb01g20380.t1
OG0049295				itb01g20420.t1
OG0049296				itb01g20530.t4
OG0049297				itb01g20750.t1
OG0049298				itb01g20760.t2
OG0049299				itb01g20770.t1
OG0049300				itb01g20780.t1
OG0049301				itb01g20790.t1
OG0049302				itb01g20820.t1
OG0049303				itb01g20840.t1
OG0049304				itb01g20930.t3
OG0049305				itb01g21250.t1
OG0049306				itb01g21280.t1
OG0049307				itb01g21320.t1
OG0049308				itb01g21460.t2
OG0049309				itb01g21510.t1
OG0049310				itb01g21520.t1
OG0049311				itb01g21540.t1
OG0049312				itb01g21630.t1
OG0049313				itb01g21800.t2
OG0049314				itb01g22030.t2
OG0049315				itb01g22410.t1
OG0049316				itb01g22690.t1
OG0049317				itb01g22710.t1
OG0049318				itb01g22720.t1
OG0049319				itb01g22820.t2
OG0049320				itb01g22970.t1
OG0049321				itb01g23030.t1
OG0049322				itb01g23080.t1
OG0049323				itb01g23290.t3
OG0049324				itb01g23370.t1
OG0049325				itb01g23400.t1
OG0049326				itb01g24070.t2
OG0049327				itb01g24130.t6
OG0049328				itb01g24130.t8
OG0049329				itb01g24280.t1
OG0049330				itb01g24470.t2
OG0049331				itb01g24720.t1
OG0049332				itb01g24790.t2
OG0049333				itb01g24830.t1
OG0049334				itb01g24860.t1
OG0049335				itb01g24890.t1
OG0049336				itb01g25010.t1
OG0049337				itb01g25120.t2
OG0049338				itb01g25380.t1
OG0049339				itb01g25440.t3
OG0049340				itb01g25440.t2
OG0049341				itb01g25480.t1
OG0049342				itb01g25640.t1
OG0049343				itb01g25670.t3
OG0049344				itb01g25680.t1
OG0049345				itb01g25690.t2
OG0049346				itb01g25800.t1
OG0049347				itb01g26240.t2
OG0049348				itb01g26360.t2
OG0049349				itb01g26370.t1
OG0049350				itb01g26380.t2
OG0049351				itb01g26390.t2
OG0049352				itb01g26490.t1
OG0049353				itb01g26510.t1
OG0049354				itb01g26580.t1
OG0049355				itb01g26640.t2
OG0049356				itb01g26780.t2
OG0049357				itb01g26820.t1
OG0049358				itb01g26920.t2
OG0049359				itb01g27040.t1
OG0049360				itb01g27060.t2
OG0049361				itb01g27170.t3
OG0049362				itb01g27390.t1
OG0049363				itb01g27410.t2
OG0049364				itb01g27420.t3
OG0049365				itb01g27490.t3
OG0049366				itb01g27490.t2
OG0049367				itb01g27510.t1
OG0049368				itb01g27620.t1
OG0049369				itb01g27680.t1
OG0049370				itb01g27730.t3
OG0049371				itb01g27810.t1
OG0049372				itb01g27970.t1
OG0049373				itb01g28050.t1
OG0049374				itb01g28060.t1
OG0049375				itb01g28100.t2
OG0049376				itb01g28400.t2
OG0049377				itb01g28470.t1
OG0049378				itb01g28550.t4
OG0049379				itb01g28550.t5
OG0049380				itb01g28660.t2
OG0049381				itb01g28740.t1
OG0049382				itb01g28890.t2
OG0049383				itb01g28940.t3
OG0049384				itb01g28970.t1
OG0049385				itb01g29040.t3
OG0049386				itb01g29150.t2
OG0049387				itb01g29170.t2
OG0049388				itb01g29490.t2
OG0049389				itb01g29500.t1
OG0049390				itb01g29520.t1
OG0049391				itb01g29610.t1
OG0049392				itb01g29650.t2
OG0049393				itb01g29710.t2
OG0049394				itb01g29720.t3
OG0049395				itb01g29720.t2
OG0049396				itb01g29730.t2
OG0049397				itb01g29810.t1
OG0049398				itb01g29810.t2
OG0049399				itb01g29820.t2
OG0049400				itb01g29870.t2
OG0049401				itb01g29890.t2
OG0049402				itb01g29950.t1
OG0049403				itb01g30140.t1
OG0049404				itb01g30170.t1
OG0049405				itb01g30180.t1
OG0049406				itb01g30190.t1
OG0049407				itb01g30200.t1
OG0049408				itb01g30210.t2
OG0049409				itb01g30270.t2
OG0049410				itb01g30400.t1
OG0049411				itb01g30410.t1
OG0049412				itb01g30410.t2
OG0049413				itb01g30410.t3
OG0049414				itb01g30420.t1
OG0049415				itb01g30640.t2
OG0049416				itb01g30750.t1
OG0049417				itb01g30770.t3
OG0049418				itb01g30860.t2
OG0049419				itb01g31150.t1
OG0049420				itb01g31340.t2
OG0049421				itb01g31350.t2
OG0049422				itb01g31360.t10
OG0049423				itb01g31430.t1
OG0049424				itb01g31490.t1
OG0049425				itb01g31620.t1
OG0049426				itb01g31690.t1
OG0049427				itb01g31870.t1
OG0049428				itb01g32070.t2
OG0049429				itb01g32180.t2
OG0049430				itb01g32400.t2
OG0049431				itb01g32420.t1
OG0049432				itb01g32440.t2
OG0049433				itb01g32470.t2
OG0049434				itb01g32510.t2
OG0049435				itb01g32570.t1
OG0049436				itb01g32840.t2
OG0049437				itb01g32840.t3
OG0049438				itb01g32950.t1
OG0049439				itb01g33370.t2
OG0049440				itb01g33550.t1
OG0049441				itb01g33930.t3
OG0049442				itb01g34090.t1
OG0049443				itb01g34150.t1
OG0049444				itb01g34400.t2
OG0049445				itb01g34490.t2
OG0049446				itb01g34530.t4
OG0049447				itb01g34590.t1
OG0049448				itb01g34790.t1
OG0049449				itb01g34840.t2
OG0049450				itb01g35110.t1
OG0049451				itb01g35120.t1
OG0049452				itb01g35190.t2
OG0049453				itb01g35320.t2
OG0049454				itb01g35320.t3
OG0049455				itb01g35390.t1
OG0049456				itb01g35450.t2
OG0049457				itb01g35530.t2
OG0049458				itb01g35680.t1
OG0049459				itb01g35690.t1
OG0049460				itb01g36010.t2
OG0049461				itb01g36080.t2
OG0049462				itb01g36140.t1
OG0049463				itb02g00070.t1
OG0049464				itb02g00130.t4
OG0049465				itb02g00170.t2
OG0049466				itb02g00330.t1
OG0049467				itb02g00340.t4
OG0049468				itb02g00490.t1
OG0049469				itb02g00650.t2
OG0049470				itb02g00740.t2
OG0049471				itb02g00760.t1
OG0049472				itb02g00910.t2
OG0049473				itb02g00970.t3
OG0049474				itb02g01000.t2
OG0049475				itb02g01070.t1
OG0049476				itb02g01280.t4
OG0049477				itb02g01510.t2
OG0049478				itb02g01660.t2
OG0049479				itb02g01770.t2
OG0049480				itb02g01890.t1
OG0049481				itb02g02120.t3
OG0049482				itb02g02130.t1
OG0049483				itb02g02290.t1
OG0049484				itb02g02370.t2
OG0049485				itb02g02370.t4
OG0049486				itb02g02370.t3
OG0049487				itb02g02460.t5
OG0049488				itb02g02470.t3
OG0049489				itb02g02580.t1
OG0049490				itb02g02600.t2
OG0049491				itb02g02760.t2
OG0049492				itb02g02790.t2
OG0049493				itb02g02820.t2
OG0049494				itb02g02830.t1
OG0049495				itb02g03570.t1
OG0049496				itb02g03810.t3
OG0049497				itb02g03810.t2
OG0049498				itb02g03960.t3
OG0049499				itb02g03960.t2
OG0049500				itb02g03990.t2
OG0049501				itb02g04040.t1
OG0049502				itb02g04470.t1
OG0049503				itb02g04820.t1
OG0049504				itb02g05010.t3
OG0049505				itb02g05080.t1
OG0049506				itb02g05160.t2
OG0049507				itb02g05230.t1
OG0049508				itb02g05330.t2
OG0049509				itb02g05620.t1
OG0049510				itb02g05720.t1
OG0049511				itb02g05800.t1
OG0049512				itb02g05860.t1
OG0049513				itb02g05960.t3
OG0049514				itb02g05960.t2
OG0049515				itb02g05960.t5
OG0049516				itb02g06170.t2
OG0049517				itb02g06250.t3
OG0049518				itb02g06250.t4
OG0049519				itb02g06300.t2
OG0049520				itb02g07070.t2
OG0049521				itb02g07190.t1
OG0049522				itb02g07240.t2
OG0049523				itb02g07340.t2
OG0049524				itb02g08350.t1
OG0049525				itb02g08380.t2
OG0049526				itb02g08460.t1
OG0049527				itb02g08550.t2
OG0049528				itb02g08670.t2
OG0049529				itb02g08690.t1
OG0049530				itb02g08720.t1
OG0049531				itb02g08780.t1
OG0049532				itb02g08850.t1
OG0049533				itb02g09070.t2
OG0049534				itb02g09160.t2
OG0049535				itb02g09180.t1
OG0049536				itb02g09510.t3
OG0049537				itb02g09680.t1
OG0049538				itb02g09850.t2
OG0049539				itb02g09860.t1
OG0049540				itb02g09860.t2
OG0049541				itb02g10120.t2
OG0049542				itb02g10170.t1
OG0049543				itb02g10270.t1
OG0049544				itb02g10350.t1
OG0049545				itb02g10420.t2
OG0049546				itb02g10480.t2
OG0049547				itb02g10490.t1
OG0049548				itb02g10510.t2
OG0049549				itb02g10610.t1
OG0049550				itb02g10960.t2
OG0049551				itb02g11010.t2
OG0049552				itb02g11120.t4
OG0049553				itb02g11310.t1
OG0049554				itb02g11330.t1
OG0049555				itb02g11540.t1
OG0049556				itb02g11590.t1
OG0049557				itb02g11730.t1
OG0049558				itb02g11820.t2
OG0049559				itb02g11950.t1
OG0049560				itb02g12010.t1
OG0049561				itb02g12050.t1
OG0049562				itb02g12270.t1
OG0049563				itb02g12280.t2
OG0049564				itb02g12360.t1
OG0049565				itb02g12440.t1
OG0049566				itb02g12530.t1
OG0049567				itb02g12610.t1
OG0049568				itb02g12620.t2
OG0049569				itb02g12920.t1
OG0049570				itb02g13220.t1
OG0049571				itb02g13270.t2
OG0049572				itb02g13360.t1
OG0049573				itb02g13510.t1
OG0049574				itb02g13620.t6
OG0049575				itb02g13700.t1
OG0049576				itb02g13750.t1
OG0049577				itb02g13940.t1
OG0049578				itb02g13990.t1
OG0049579				itb02g14060.t1
OG0049580				itb02g14060.t7
OG0049581				itb02g14380.t3
OG0049582				itb02g14760.t2
OG0049583				itb02g14810.t1
OG0049584				itb02g14950.t4
OG0049585				itb02g15150.t1
OG0049586				itb02g15370.t2
OG0049587				itb02g15370.t1
OG0049588				itb02g15400.t1
OG0049589				itb02g15400.t2
OG0049590				itb02g15440.t2
OG0049591				itb02g15490.t1
OG0049592				itb02g15500.t1
OG0049593				itb02g15730.t1
OG0049594				itb02g15760.t1
OG0049595				itb02g15940.t2
OG0049596				itb02g15950.t1
OG0049597				itb02g15970.t1
OG0049598				itb02g15980.t1
OG0049599				itb02g16010.t2
OG0049600				itb02g16070.t2
OG0049601				itb02g16110.t2
OG0049602				itb02g16140.t4
OG0049603				itb02g16630.t2
OG0049604				itb02g16750.t3
OG0049605				itb02g16840.t1
OG0049606				itb02g16850.t1
OG0049607				itb02g17010.t1
OG0049608				itb02g17060.t2
OG0049609				itb02g17170.t1
OG0049610				itb02g17190.t1
OG0049611				itb02g17340.t2
OG0049612				itb02g17480.t1
OG0049613				itb02g17490.t5
OG0049614				itb02g17500.t1
OG0049615				itb02g17520.t1
OG0049616				itb02g17630.t1
OG0049617				itb02g17650.t1
OG0049618				itb02g17670.t1
OG0049619				itb02g17730.t1
OG0049620				itb02g17790.t1
OG0049621				itb02g18040.t1
OG0049622				itb02g18240.t1
OG0049623				itb02g18510.t1
OG0049624				itb02g18530.t1
OG0049625				itb02g18650.t1
OG0049626				itb02g18730.t1
OG0049627				itb02g18750.t2
OG0049628				itb02g18850.t2
OG0049629				itb02g19010.t1
OG0049630				itb02g19090.t4
OG0049631				itb02g19090.t5
OG0049632				itb02g19170.t1
OG0049633				itb02g19260.t2
OG0049634				itb02g19270.t1
OG0049635				itb02g19460.t1
OG0049636				itb02g19470.t1
OG0049637				itb02g19600.t1
OG0049638				itb02g19930.t1
OG0049639				itb02g20200.t2
OG0049640				itb02g20650.t1
OG0049641				itb02g20760.t1
OG0049642				itb02g21060.t1
OG0049643				itb02g21160.t4
OG0049644				itb02g21210.t1
OG0049645				itb02g21370.t1
OG0049646				itb02g22020.t1
OG0049647				itb02g22160.t1
OG0049648				itb02g22310.t1
OG0049649				itb02g22380.t1
OG0049650				itb02g22400.t1
OG0049651				itb02g22440.t1
OG0049652				itb02g22730.t1
OG0049653				itb02g23000.t1
OG0049654				itb02g23090.t1
OG0049655				itb02g23220.t1
OG0049656				itb02g23280.t2
OG0049657				itb02g23330.t1
OG0049658				itb02g23380.t2
OG0049659				itb02g23600.t1
OG0049660				itb02g23670.t1
OG0049661				itb02g23820.t1
OG0049662				itb02g23830.t1
OG0049663				itb02g23840.t1
OG0049664				itb02g23980.t1
OG0049665				itb02g24040.t1
OG0049666				itb02g24160.t1
OG0049667				itb02g24210.t1
OG0049668				itb02g24360.t1
OG0049669				itb02g24630.t1
OG0049670				itb02g24660.t1
OG0049671				itb02g24940.t1
OG0049672				itb02g24960.t1
OG0049673				itb02g24980.t1
OG0049674				itb02g25320.t2
OG0049675				itb02g25420.t2
OG0049676				itb02g25440.t1
OG0049677				itb02g25580.t1
OG0049678				itb02g25690.t2
OG0049679				itb02g25710.t1
OG0049680				itb02g25730.t1
OG0049681				itb02g25900.t3
OG0049682				itb02g25900.t4
OG0049683				itb02g26050.t4
OG0049684				itb02g26120.t1
OG0049685				itb03g00070.t1
OG0049686				itb03g00100.t1
OG0049687				itb03g00120.t4
OG0049688				itb03g00140.t1
OG0049689				itb03g00190.t2
OG0049690				itb03g00200.t2
OG0049691				itb03g00340.t3
OG0049692				itb03g00390.t4
OG0049693				itb03g00540.t2
OG0049694				itb03g00580.t2
OG0049695				itb03g00600.t2
OG0049696				itb03g00630.t2
OG0049697				itb03g00640.t4
OG0049698				itb03g00800.t1
OG0049699				itb03g00970.t1
OG0049700				itb03g01030.t1
OG0049701				itb03g01170.t3
OG0049702				itb03g01170.t6
OG0049703				itb03g01180.t1
OG0049704				itb03g01190.t1
OG0049705				itb03g01360.t1
OG0049706				itb03g01520.t1
OG0049707				itb03g01730.t2
OG0049708				itb03g01790.t2
OG0049709				itb03g01800.t2
OG0049710				itb03g01910.t1
OG0049711				itb03g01980.t1
OG0049712				itb03g02060.t1
OG0049713				itb03g02210.t3
OG0049714				itb03g02280.t1
OG0049715				itb03g02390.t2
OG0049716				itb03g02480.t2
OG0049717				itb03g02560.t2
OG0049718				itb03g02610.t1
OG0049719				itb03g02660.t1
OG0049720				itb03g02810.t1
OG0049721				itb03g03010.t3
OG0049722				itb03g03410.t1
OG0049723				itb03g03450.t1
OG0049724				itb03g03480.t1
OG0049725				itb03g03490.t2
OG0049726				itb03g03840.t3
OG0049727				itb03g04060.t2
OG0049728				itb03g04230.t1
OG0049729				itb03g04230.t2
OG0049730				itb03g04230.t3
OG0049731				itb03g04270.t1
OG0049732				itb03g04380.t1
OG0049733				itb03g04500.t2
OG0049734				itb03g04570.t2
OG0049735				itb03g04610.t1
OG0049736				itb03g04930.t1
OG0049737				itb03g05030.t1
OG0049738				itb03g05070.t1
OG0049739				itb03g05150.t3
OG0049740				itb03g05390.t2
OG0049741				itb03g05410.t2
OG0049742				itb03g05520.t2
OG0049743				itb03g05560.t3
OG0049744				itb03g05620.t2
OG0049745				itb03g05620.t4
OG0049746				itb03g05630.t1
OG0049747				itb03g05630.t2
OG0049748				itb03g05840.t1
OG0049749				itb03g05840.t2
OG0049750				itb03g05840.t3
OG0049751				itb03g05850.t1
OG0049752				itb03g05870.t1
OG0049753				itb03g05880.t1
OG0049754				itb03g05900.t3
OG0049755				itb03g06080.t3
OG0049756				itb03g06190.t1
OG0049757				itb03g06200.t2
OG0049758				itb03g06240.t1
OG0049759				itb03g06350.t1
OG0049760				itb03g06380.t1
OG0049761				itb03g06460.t2
OG0049762				itb03g06470.t1
OG0049763				itb03g06510.t1
OG0049764				itb03g06520.t1
OG0049765				itb03g06830.t1
OG0049766				itb03g06840.t1
OG0049767				itb03g06870.t1
OG0049768				itb03g06940.t2
OG0049769				itb03g06970.t1
OG0049770				itb03g07010.t2
OG0049771				itb03g07080.t2
OG0049772				itb03g07090.t1
OG0049773				itb03g07130.t2
OG0049774				itb03g07140.t3
OG0049775				itb03g07190.t2
OG0049776				itb03g07230.t2
OG0049777				itb03g07230.t3
OG0049778				itb03g07340.t2
OG0049779				itb03g07370.t1
OG0049780				itb03g07400.t2
OG0049781				itb03g07660.t2
OG0049782				itb03g07760.t2
OG0049783				itb03g07840.t1
OG0049784				itb03g07850.t2
OG0049785				itb03g07920.t3
OG0049786				itb03g07960.t1
OG0049787				itb03g08040.t1
OG0049788				itb03g08110.t2
OG0049789				itb03g08170.t1
OG0049790				itb03g08250.t2
OG0049791				itb03g08500.t2
OG0049792				itb03g08550.t4
OG0049793				itb03g08600.t1
OG0049794				itb03g08840.t1
OG0049795				itb03g08840.t2
OG0049796				itb03g09080.t1
OG0049797				itb03g09220.t4
OG0049798				itb03g09230.t2
OG0049799				itb03g09250.t4
OG0049800				itb03g09340.t2
OG0049801				itb03g09370.t3
OG0049802				itb03g09430.t2
OG0049803				itb03g09500.t2
OG0049804				itb03g09740.t1
OG0049805				itb03g10220.t1
OG0049806				itb03g10240.t1
OG0049807				itb03g10300.t2
OG0049808				itb03g10400.t1
OG0049809				itb03g11050.t1
OG0049810				itb03g11120.t1
OG0049811				itb03g11340.t1
OG0049812				itb03g11350.t1
OG0049813				itb03g11390.t1
OG0049814				itb03g11440.t1
OG0049815				itb03g11450.t1
OG0049816				itb03g11470.t1
OG0049817				itb03g11580.t2
OG0049818				itb03g11590.t1
OG0049819				itb03g11640.t1
OG0049820				itb03g11740.t1
OG0049821				itb03g11860.t1
OG0049822				itb03g11860.t2
OG0049823				itb03g12030.t2
OG0049824				itb03g12030.t3
OG0049825				itb03g12130.t1
OG0049826				itb03g12430.t1
OG0049827				itb03g12630.t1
OG0049828				itb03g12700.t1
OG0049829				itb03g12740.t2
OG0049830				itb03g13240.t1
OG0049831				itb03g13280.t2
OG0049832				itb03g13310.t1
OG0049833				itb03g14010.t2
OG0049834				itb03g14050.t1
OG0049835				itb03g14210.t2
OG0049836				itb03g14270.t1
OG0049837				itb03g14420.t2
OG0049838				itb03g14450.t2
OG0049839				itb03g14730.t2
OG0049840				itb03g14840.t2
OG0049841				itb03g14920.t2
OG0049842				itb03g15110.t1
OG0049843				itb03g15140.t1
OG0049844				itb03g15210.t2
OG0049845				itb03g15340.t2
OG0049846				itb03g15400.t1
OG0049847				itb03g15750.t2
OG0049848				itb03g15770.t1
OG0049849				itb03g15910.t2
